No,book_links,book_ids,book_titles,book_authors,book_sub_categories,book_ratings,book_rated_times,book_public_dates,book_downloads,book_pages,book_desciptions,book_images
307,/fiction/The-Lavender-and-the-Rose,1488567189,The Lavender and the Rose,Michael Graeme,Fiction,Rating: 5,1 times,Mar 2017,1461,438,"Matthew Rowan is exploring a  lonely valley in the English Lake District when he meets meets Amanda, mistress of Cragside, an isolated cottage nestled deep in a fold between high fells. Amanda invites him to spend the night, and to play a game,...He is to become Joshua, the love she last saw a...",/fiction/The-Lavender-and-the-Rose
308,/excerpt/Seasoned-To-Kill,1488235835,'Seasoned To Kill',G.J. Prager,Free Previews,Rating: 0,0 times,Feb 2017,156,53,"This short book is a compilation of featured chapters from my novel, 'Seasoned To Kill.' The book can be purchased on Kindle and as a paperback on Amazon.com. Go to - amazon.com/author/gjprager (read more about the author and the book on this site)Back Copy –Robert Klayman, former Los Angeles...",/excerpt/Seasoned-To-Kill
309,/fiction/Virtuous-Women-Three-Classic-Korean-Novels-A-Nine-Cloud-Dream-Queen-Inhyŭn-Chun-hyang,1486031370,"Virtuous Women: Three Classic Korean Novels, A Nine Cloud Dream, Queen Inhyŭn, Chun-hyang",Kim Man-Choong et al.,Fiction,Rating: 0,0 times,Feb 2017,241,436,The Digital Library of Korean Classics is a project undertaken by Literature Translation Institute of Korea (LTI Korea) to digitalize selected translated titles of Korean classics published in the late nineteenth to the early twenty-first century. LTI Korea is an affiliate of the Ministry of...,/fiction/Virtuous-Women-Three-Classic-Korean-Novels-A-Nine-Cloud-Dream-Queen-Inhyŭn-Chun-hyang
310,/fiction/Career-Thief,1485578178,Career Thief,Michael Fulkerson and Michael King,Fiction,Rating: 5,1 times,Jan 2017,701,215,"Career Thief is a compelling story of an anti-social serial thief with a weird idea of life and a weird understanding of right and wrong. Malefic is a Career Thief, he goes through life stealing as much as he can, looking for the ""Big Score"" so he can retire to an idyllic lifestyle near the beach...",/fiction/Career-Thief
311,/fiction/The-Cloud-Dream-of-the-Nine-a-Korean-Novel-A-Story-of-the-Times-of-the-Tangs-of-China-About-840-A-D,1484380226,"The Cloud Dream of the Nine, a Korean Novel: A Story of the Times of the Tangs of China About 840 A.D",LTI,Fiction,Rating: 0,0 times,Jan 2017,116,280,The Digital Library of Korean Classics is a project undertaken by Literature Translation Institute of Korea (LTI Korea) to digitalize selected translated titles of Korean classics published in the late nineteenth to the early twenty-first century. LTIKorea is an affiliate of the Ministry of...,/fiction/The-Cloud-Dream-of-the-Nine-a-Korean-Novel-A-Story-of-the-Times-of-the-Tangs-of-China-About-840-A-D
312,/fiction/The-Nysse,1484152921,The Nysse,Chris Saferos,Fiction,Rating: 5,6 times,Jan 2017,1315,205,"It is a book based on my personal experience with schizophrenia at a time when I was unaware of the condition I was suffering from. Love, music, friendship, mathematics, new ways of communication, a connection with the unworldly, pain,fear and glory were pushed to the extreme and became a part of...",/fiction/The-Nysse
313,/fiction/Ship-to-Shore,1483987204,Ship to Shore,Robin Dee,Fiction,Rating: 5,2 times,Jan 2017,739,139,"Dave Buckingham, a DJ on a small radio station in Aberdeenshire, Scotland, is feeling very disillusioned with his life. On his midnight show, every record he plays reminds him of Katharina, his Austrian sweetheart, who he lost touch with 19 years ago when they were both working on an offshore...",/fiction/Ship-to-Shore
314,/fiction/Jesus-and-Me,1483234711,Jesus and Me,Olawale Aina,Fiction,Rating: 4.5,2 times,Jan 2017,208,40,"Have you ever had a close time encounter with Jesus? Or do you feel like there is more you need to know about your relationship with Him? If yes, then take your time to read and understand every detail of this book, which is just an introduction to the series.",/fiction/Jesus-and-Me
315,/fiction/Modern-Life-of-Immortal-Demons,1482388297,Modern Life of Immortal Demons,Fang Liu,Fiction,Rating: 5,2 times,Dec 2016,426,60,"Modern Life of Immortal Demons, created by Fang Liu (Hiro) is a Chinese comic. It follows ancient demons living in the modern era and involves a series of crimes.",/fiction/Modern-Life-of-Immortal-Demons
316,/fiction/Push-Hands,1482167424,Push Hands,Michael Graeme,Fiction,Rating: 5,2 times,Dec 2016,840,245,"Phil and Penny are made for each other - the only problem is they're married to other people. When they meet at a Tai Chi class they feel the warm tug of an immediate attraction. Fearful of the consequences, they try to avoid each other, only to have their paths cross with chance defying...",/fiction/Push-Hands
317,/fiction/Human-and-Stars,1481819086,Human and Stars,Hana Smith,Fiction,Rating: 0,0 times,Dec 2016,262,26,I like to speak about humans nature and its meaning in a fictional way. Although this is a fiction but philosophical concepts have strongly presented in the book so if you like philosophical books this can be a choice for you else you may find some better books. I like to refer dear readers to a...,/fiction/Human-and-Stars
318,/fiction/The-Incredible-Journey,1480685571,The Incredible Journey,Kundai Pfumayaramba,Fiction,Rating: 0,0 times,Dec 2016,363,112,The story is about this guy called Tinashe who is the main protagonist who embarks on a journey in pursuit of happiness. Along his quest in search of happiness he finds the answer to two questions which are also the backdrop of the story line which have always being lingering in his mind which...,/fiction/The-Incredible-Journey
319,/fiction/In-Durleston-Wood,1480346814,In Durleston Wood,Michael Graeme,Fiction,Rating: 4,1 times,Nov 2016,834,233,"Richard Hunter's life has hit the buffers. Unemployed, divorced, he returns from America to take up a teaching post in his home village, in England. On the verge of a nervous breakdown, and hopelessly in love with his headmistress, Richard seeks solace and meaning in his boyhood haunt: Durleston...",/fiction/In-Durleston-Wood
320,/fiction/The-Hoodwinked,1479168251,The Hoodwinked,Harry Prince Inemeawaji,Fiction,Rating: 5,1 times,Nov 2016,243,31,"From the inspiring author Harry Prince Inemeawaji, comes a tremendous novel exhibiting deceit, trust, love, power tussle, administration and investigation. The Hoodwinked is set in Portharcourt, Ogun, Anambra and Abia all in Nigeria. Amara and Ezekwe fall in love in portharcourt, a year after she...",/fiction/The-Hoodwinked
321,/fiction/Kerens-h-tein,1478464140,Kerens-h-tein,Anthony DeMarco,Fiction,Rating: 5,1 times,Nov 2016,94,67,The omission of a single character in the surname of her forbearers provokes transatlantic yearnings in already restless language teacher. Experimental syntax.,/fiction/Kerens-h-tein
322,/fiction/Churchsteeple-Text,1478463910,Churchsteeple Text,Anthony DeMarco,Fiction,Rating: 0,0 times,Nov 2016,77,55,Novella which micro-chronicles two days in the life of exasperated English language teacher in Madrid. Experimental syntax.,/fiction/Churchsteeple-Text
323,/fiction/A-Pebble-for-Dickey,1474471279,A Pebble for Dickey,Tkraghunathan,Fiction,Rating: 5,2 times,Sep 2016,247,76,"This is another book featuring dashing Army Aajor Dickey, the most decorated officer whose services are requested by state governments to curb terrorist activity and Maoist infiltration. With central theme civilian army cooperation, this story mixes, the uncanny ability of a black listed doctor to...",/fiction/A-Pebble-for-Dickey
324,/fiction/M-Famous,1473889793,M'Famous,Smoke D.,Fiction,Rating: 5,2 times,Sep 2016,281,234,"When two hustlers from Memphis, Tn decided to start their own record label they had no idea that there would be just as much drama as there was money. Find out if the two and their two biggest artists will survive their newfound lifestyles.",/fiction/M-Famous
325,/fiction/Between-the-Lines-of-Men,1473293527,Between the Lines of Men,Travis Russell,Fiction,Rating: 0,0 times,Sep 2016,304,225,"Between the Lines of Men is a work of literary fiction following Don Freemont, a young upstart psychologist during the 1950's who is obsessed with leaving behind an academic legacy. Don is one of the heads of Project MKUltra, a project sanctioned by the United States government in conjunction with...",/fiction/Between-the-Lines-of-Men
326,/fiction/Mandatory-Equality,1473209161,Mandatory Equality,Ina Disguise,Fiction,Rating: 5,1 times,Sep 2016,379,11,"Roger is an investment banker, who enjoys, women, cocaine and besting his workmates. He does not usually bother with domestic politics, which means that it comes as something of a surprise when he goes to work one day and finds half of his colleagues missing. Roger finds that his masculinity is...",/fiction/Mandatory-Equality
327,/fiction/Diary-of-a-Human-Target-Book-Three-Homestretch,1471686372,Diary of a Human Target (Book Three) - Homestretch,Isidora Vey,Fiction,Rating: 5,2 times,Aug 2016,308,84,"Despite her continual efforts to improve her life, Yvonne finally realizes that everything changes so that nothing ever changes for her:Wherever she goes, she always faces hostility, contempt, intrigues, misfortunes, disapproval, failures. Soon she begins to understand what kind of malignant...",/fiction/Diary-of-a-Human-Target-Book-Three-Homestretch
328,/fiction/Going-LIVE-In-3-2-What,1467506972,"Going LIVE In 3, 2, What?",Adam Stark,Fiction,Rating: 5,3 times,Jul 2016,468,87,"Jack Racine Anchorage has a Master's Degree collecting dust on the wall. He lives alone in the middle of nowhere, hosting his radio podcast. His show brings attention to very dangerous people, but very unlikely person comes over to help! The cold hard truth scares Jack to find out that what he was...",/fiction/Going-LIVE-In-3-2-What
329,/fiction/The-Chronicles-of-the-Mexican-Horse-Thief-IV,1466936928,The Chronicles of the Mexican Horse Thief IV,Wayne Bisset,Fiction,Rating: 0,0 times,Jun 2016,79,43,"Out of rehab, meeting the death metal cult, and Cape gangsters while in a homeless shelter. Leaving for Mozambique.",/fiction/The-Chronicles-of-the-Mexican-Horse-Thief-IV
330,/fiction/Fire-Worshipers,1466777822,Fire Worshipers,Vladimir Olej,Fiction,Rating: 0,0 times,Jun 2016,262,72,"Fire Worshipers is a historical fiction novel, which was written in 2016 by Vladimír OLEJ. It tells the story of the first known king of Slavic peoples, the Frankish arms trader SAMO, who was able to liberate his people and rule them through difficult times of the 7th century AD as the king of...",/fiction/Fire-Worshipers
331,/fiction/The-Lone-Wolf,1466265168,The Lone Wolf,Michel Poulin,Fiction,Rating: 5,3 times,Jun 2016,2301,480,"February, 1941 : German submarines were squeezing the vital maritime lifelines that allow Great Britain to stay in the war.  In France, Otto Kretschmer, the top German submarine ace, was on leave but is suddenly recalled on duty by Admiral Dönitz, Commander of the German submarine arm, and given...",/fiction/The-Lone-Wolf
332,/fiction/Einsteiner,1464034129,Einsteiner,VK Fourstone,Fiction,Rating: 5,1 times,May 2016,542,219,"The creator of the “Einsteiner”, a bio-generated hardware working on human creative energy, has disappeared while the creativity has become the most valuable resource on earth. People willingly sell their potential for good money. As for a young talented engineer, Isaac Leroy, this by all...",/fiction/Einsteiner
333,/fiction/Forget-Me-Not,1463831831,Forget Me Not,Erica Pensini,Fiction,Rating: 0,0 times,May 2016,928,79,"Can you meet again after two hundred years? Science denies the possibility. Iris is a scientist, but when she finds herself in the pages of an antique book her certainties are breached and the boundaries between imagination and reality become dangerously labile. ",/fiction/Forget-Me-Not
334,/fiction/The-Missing-Link,1463831656,The Missing Link,Erica Pensini,Fiction,Rating: 0,0 times,May 2016,492,66,"Iris’s life is way too perfect to be real. She’s always known, but when she finds a box of old pictures in the attic the curtains open onto a stage she could not have imagined. In a dark crescendo of unexpected turns, Iris seeks her own identity at the boundaries between science fiction and...",/fiction/The-Missing-Link
335,/fiction/Lethal-Discoveries,1463831383,Lethal Discoveries,Erica Pensini,Fiction,Rating: 0,0 times,May 2016,680,203,"After walking out of a traumatic past, Iris plays with science in a cutting edge lab. Iris is innocent but her games are not, and when she comes up with a discovery worth big bucks the chessboard turns into a dangerous ground where no one is worth trusting.",/fiction/Lethal-Discoveries
336,/fiction/Hawkins-Chasing-Shadows,1463081485,Hawkins: Chasing Shadows,Beryl Buxton,Fiction,Rating: 0,0 times,May 2016,457,73,This book is something of a mystery.,/fiction/Hawkins-Chasing-Shadows
337,/fiction/Wings-of-Darkness,1462731914,Wings of Darkness,Beryl Buxton,Fiction,Rating: 5,1 times,May 2016,953,148,"A supernatural, horror romance.",/fiction/Wings-of-Darkness
338,/fiction/Loss-Of-Reason-A-Thriller-State-Of-Reason-Mystery-Book-1,1460392800,"Loss Of Reason: A Thriller (State Of Reason Mystery, Book 1)",Miles A. Maxwell,Fiction,Rating: 5,5 times,Apr 2016,1371,215,"One Of The Most Disturbing Stories You'll Ever Read. Distant for many years, Franklin out of Pennsylvania and his step-brother Everon out of Nevada are connected by a single link: Their sister Cynthia.Enter The Nightmare A nuclear bomb is detonated in New York. Banker, wife, mother, Cynthia lives...",/fiction/Loss-Of-Reason-A-Thriller-State-Of-Reason-Mystery-Book-1
339,/fiction/Revolutionary-Blues,1459533714,Revolutionary Blues,B Sha,Fiction,Rating: 5,1 times,Apr 2016,469,154,"""Well for starters, we cold take down a couple banks."" It sounds like the challenge of a lifetime, but for two disenchanted financiers, it's the only option. Their story unfolds across continents and recounts real events that made financial history at the turn of the millennium. The only question...",/fiction/Revolutionary-Blues
340,/fiction/The-Wagon-1-March-2016,1459112829,"The Wagon #1:  March, 2016",Eddie Mulnix,Fiction,Rating: 0,0 times,Mar 2016,217,52,"The first issue of our pulp-lit publication. Includes the gothic crime story ""Highway 126"" and a strange tale called ""Techoca Mountain.""",/fiction/The-Wagon-1-March-2016
341,/excerpt/The-Greatest-Bastard,1458233442,The Greatest Bastard,Zoe Morelli,Free Previews,Rating: 0,0 times,Mar 2016,656,58,"A young girl struggles with recovering from the tragic loss of her entire family. Desperate for change she moves to a rural coastal town where she meets a charming stranger and falls in love. As the relationship intensifies and they become closer, the pieces don’t quite fit. Loneliness wins out...",/excerpt/The-Greatest-Bastard
342,/fiction/Before-the-Cult,1458081859,Before the Cult,Sandy Masia,Fiction,Rating: 5,1 times,Mar 2016,419,216,"A depressive is convinced that there is only one place where he will find belonging, beyond the grave. In order to achieve that he is on a search for the perfect suicide. When his homicidal experiments fail he has to learn to find a place in this world and change his mindset. But will he? He is...",/fiction/Before-the-Cult
343,/fiction/Few-Moments-of-Letting-Go,1458020307,Few Moments of Letting Go,Kavita,Fiction,Rating: 5,2 times,Mar 2016,913,288,Is it important to suffer to gain deeper insights into one’s own character? Is love a strong centripetal force that runs life.Is it possible to evolve and move to higher dimensions of life without accepting both pleasure and pain equally?Does the path to seek oneself lie in letting goFew...,/fiction/Few-Moments-of-Letting-Go
344,/fiction/The-Memory-Man-T14-Book-1,1457266752,The Memory Man: T14 Book 1,Marcus Freestone,Fiction,Rating: 0,0 times,Mar 2016,1097,241,"In 2014 a massive terrorist attack in London kills 80,000. Ten years later we join T14, the money no object, red tape defying counter terrorist organisation tasked with ensuring that this never happens again. Recruiting from the police, SAS and other agencies, T14 uses the latest technology and a...",/fiction/The-Memory-Man-T14-Book-1
345,/fiction/The-Traveller-2,1457189379,The Traveller,Duncan James,Fiction,Rating: 0,0 times,Mar 2016,666,149,"THE TRAVELLER – short synopsis.A daring and dangerous operation is planned to capture details of secret Chinese nuclear weapons research being carried out in North Korea, but the plans unravel when a top British spy finds himself on his own there. Having successfully secured the information, his...",/fiction/The-Traveller-2
346,/fiction/A-Dog-s-Life,1455660487,A Dog's Life,Gary Whitmore,Fiction,Rating: 4.8,5 times,Feb 2016,807,262,"Mike Hanson lives in Pennsylvania and he hates dogs with a passion. But then the paws on his foot, when his neighbor Louise places a Voodoo spell and turning Mike into a mangy mutt stuck in Alabama. Then it’s the mutt that Mike previously mistreated that comes to his aid and helps him get back...",/fiction/A-Dog-s-Life
347,/fiction/Horace-Buckaroo-Muldoon,1454796675,Horace 'Buckaroo' Muldoon,Michael Burke,Fiction,Rating: 5,1 times,Feb 2016,345,99,'Buckaroo' was the original term used in the 1830's to describe a Broncobuster: later it became known as the infamous 'Cowboy.'This is the modest story of three generations of the Muldoon family from 1786 to 1864.  Also included are historical facts throughout the timeline of the experiences...,/fiction/Horace-Buckaroo-Muldoon
348,/international/Ek-Patangiyane-Pankho-Aavi,1454007822,Ek Patangiyane Pankho Aavi,Vrajesh Dave,International,Rating: 5,1 times,Jan 2016,169,376,Its a story of two teenage girls' beautiful journey.,/international/Ek-Patangiyane-Pankho-Aavi
349,/fiction/Lookin-For-Trouble,1452972332,Lookin' For Trouble,Morris Kenyon,Fiction,Rating: 0,0 times,Jan 2016,1010,253,"With threats against his family giving him little choice but to flee his home city of Odessa, Nicolae Caramarin must recover a gang boss's missing valuable painting if he ever hopes to return. He follows the trail to Britain's windy and rainy city of Manchester. There, he soon falls into his bad...",/fiction/Lookin-For-Trouble
350,/fiction/Stan,1452750621,Stan,Kevin Patel,Fiction,Rating: 5,1 times,Jan 2016,410,22,"All Emily wanted for Christmas this year was a brand new Tickle Me Elmo. What she got instead was a tattered old run-down teddy bear named Stan. 

But Stan is no ordinary toy. 

Dressed in a grass green vest, black shorts and a blue and white sailor’s hat, this quirky looking antique bear...",/fiction/Stan
351,/fiction/The-Juno-Letters,1451778180,The Juno Letters,L.W. Hewitt,Fiction,Rating: 5,3 times,Jan 2016,1934,388,"Letters discovered in a tin box hidden in the foundation of a small cottage in Normandy reveal a terrible secret. Antoine Bouchard's beautiful wife Marianne, his precious daughter Ariéle,  are missing. The lives of hundreds - perhaps thousands - of Allied soldiers preparing to storm Juno Beach on...",/fiction/The-Juno-Letters
352,/fiction/Sleazeford,1450874497,Sleazeford,Morris Kenyon,Fiction,Rating: 4,1 times,Dec 2015,558,404,One sleepy Fenland town. Two Polish chancers eager to make a fast buck with no questions asked. A group of businessmen with funny handshakes wanting to rake off big money from town planning contracts. A neo-Nazi bigot who'll jump at the chance of becoming Mayor seeing it as the first stepping...,/fiction/Sleazeford
353,/fiction/Sharky,1450112274,Sharky,Jenoah Fields,Fiction,Rating: 0,0 times,Dec 2015,335,49,Join Sharky on this fun and amazing adventure as he finds out who he really is and the meaning of what true friends are.,/fiction/Sharky
354,/fiction/Winters-Deadshore-Forbidden-Cure,1449487735,Winters & Deadshore - Forbidden Cure,Thom J. Poore,Fiction,Rating: 3,1 times,Dec 2015,569,153,"Raised in England and living in New York, Emilio Winters and Karl Deadshore, funded by Emilio’s rich stockbroker father travel down to Lima Peru for a vacation. Unbeknownst to Karl Emilio has an ulterior motive, which involves travelling deep into the Amazon rainforest to find a plant which he...",/fiction/Winters-Deadshore-Forbidden-Cure
355,/fiction/The-Red-Letter-Days,1448899411,The Red-Letter Days,Wilma Sharon F.,Fiction,Rating: 1,1 times,Nov 2015,455,52,The story is about the sweet memory of a girl who is far away from her family. For an occasion she gets a chance to meet her family and there she experiences a new thing that she never had before.,/fiction/The-Red-Letter-Days
356,/fiction/Destroyers,1448896307,Destroyers,Dave Mckay,Fiction,Rating: 5,9 times,Nov 2015,3647,97,"Moses Chikati is a teenage boda-boda driver in the Kenyan interior, struggling to provide for himself and his younger sister Rosy at a time when the world is going through unprecedented turmoil. Circumstances bring Moses into contact with people on four different continents as he finds himself...",/fiction/Destroyers
357,/fiction/Diary-of-a-Human-Target-Book-Two-the-Path-Towards-the-Inside,1448788361,Diary of a Human Target (Book Two) - the Path Towards the Inside,Isidora Vey,Fiction,Rating: 0,0 times,Nov 2015,321,107,"Leaving back her traumatic past, Yvonne makes any possible effort to get rid of old obsessions and live a normal life. She also feels the need to develop her psychic abilities and approach cosmic truths. However, she still feels lonely, insecure and unsatisfied. She has a permanent job, but with...",/fiction/Diary-of-a-Human-Target-Book-Two-the-Path-Towards-the-Inside
358,/fiction/Listening,1448722003,Listening,Dave Mckay,Fiction,Rating: 5,11 times,Nov 2015,4014,100,"When Chaim Rosenberg starts to hear things in the Spirit, he soon learns that others are hearing them too. With the help of a small group of Australian Aborigines, spiritually sensitive people from throughout Australasia are drawn together in a movement that will mark the start of a new age in...",/fiction/Listening
359,/fiction/Survivors,1448097754,Survivors,Dave Mckay,Fiction,Rating: 4.91,11 times,Nov 2015,4282,138,"It is the darkest days in the history of the planet. Decadence and disasters threaten to destroy the world. But a handful of faithful believers become the leaders of a mighty worldwide revolution of faith and love that shocks the world. This novel, based on actual prophecies from the Bible, will...",/fiction/Survivors
360,/fiction/Getback,1447464477,Getback,Dale Stromberg,Fiction,Rating: 0,0 times,Nov 2015,514,176,"Will Herrera, unable to control his methamphetamine use, joins a recovery program. There he befriends Rodney Toth, an older recovering addict with a similar history. When they learn that Keiko Tsuhara, a young woman with whom Will is infatuated, is being battered by her boyfriend, they plot to...",/fiction/Getback
361,/fiction/A-Native-Pioneer-In-IT-Sector,1447036236,A Native Pioneer In IT Sector,Rosina S Khan,Fiction,Rating: 0,0 times,Nov 2015,184,21,"This short fiction story describes the biography of my wondrous Dad who was, in fact, a native pioneer in Computer Engineering. The values and education he gave to his children and the people he worked with are immeasurable and know no bounds. If you have a Dad you are proud of, you would...",/fiction/A-Native-Pioneer-In-IT-Sector
362,/fiction/Attachment-A-Collection-of-Short-Stories,1445513566,Attachment - A Collection of Short Stories,Dr Ram Lakhan Prasad,Fiction,Rating: 4.67,3 times,Oct 2015,1523,274,"ATTACHMENT is a collection of short stories written by Dr Ram Lakhan Prasad. This anthology contains a dozen short stories that express the deep social and cultural attachments of the author. The themes, settings, events, struggles and characters are all related socially, culturally and...",/fiction/Attachment-A-Collection-of-Short-Stories
363,/fiction/Views-from-the-Asylum,1443275384,Views from the Asylum,George L.Hiegel,Fiction,Rating: 5,1 times,Sep 2015,803,197,"This is a book of biographical fiction. Parts of it are true while other parts are completely fictionalized. It is about an emotionally fragile, clinically depressed thinking man who is in search of meaning and purpose not only in his life but all life. The story opens with a failed suicide...",/fiction/Views-from-the-Asylum
364,/fiction/The-Green-Lady,1440532630,The Green Lady,Lisa Picard,Fiction,Rating: 5,5 times,Aug 2015,1234,168,"A charming and deeply spiritual book charting a journalist's search for stories of transformative encounters with the mysterious Green Lady, guardian of the forest. These heart-centred and soul-connected stories lead him to his own personal transformation, deep within the ancient mystical forests...",/fiction/The-Green-Lady
365,/fiction/The-Diary-of-an-Oyibo,1438851395,The Diary of an Oyibo,Tejiri Oru,Fiction,Rating: 3,1 times,Aug 2015,335,70,This is the journey of a mixed skin Nigerian raised in a dysfunctional home. Misguided and yearning for acceptance from society and his mediocre parents. Nolan goes at extreme lengths to achieve his goals and decides to record the events in his life and seek advice from his friend Jacko as he does...,/fiction/The-Diary-of-an-Oyibo
366,/short-stories/The-Fire-of-Success,1438589238,The Fire of Success,Ikemegwalu Stellamaris,Short Stories,Rating: 5,2 times,Aug 2015,883,27,"For young Mary, life was like a roller coaster. The bumpy ride blurred her vision and dreams, but she was not taken aback by them. When her father's fate changed, and his wish for a son become stronger and his decisions demerits to her. Mary's life became a battle she could not afford to lose. On...",/short-stories/The-Fire-of-Success
367,/fiction/The-House-of-Four-Winds,1438453997,The House of Four Winds,John Buchanan,Fiction,Rating: 0,0 times,Aug 2015,953,731,"Set in the fictional Central European country of Evallonia in the early 1930s. It concerns the involvement of some Scottish visitors in the overthrow of a corrupt republic and the restoration of the monarchy. It is a sequel to Castle Gay, in which some Evallonians visited Scotland on a secret...",/fiction/The-House-of-Four-Winds
368,/fiction/Diary-of-a-Woman-of-God-The-Secret-Place,1438398527,Diary of a Woman of God - The Secret Place,Sheresha Russell,Fiction,Rating: 4,3 times,Aug 2015,674,32,Diary of a Woman of God: The Secret Place Making your encounter with God intimate.,/fiction/Diary-of-a-Woman-of-God-The-Secret-Place
369,/fiction/The-Way-the-Ball-Bounces,1436946236,The Way the Ball Bounces,Edwin  Erickson,Fiction,Rating: 4,1 times,Jul 2015,224,87,"The ball bounces from South-central LA to New York, to Seattle, and back. The ball bounces through high school, through street peddling, and hitchhiking to New York. The ball bounces through college, the Army, and the life of a hippie-doper frequently stoned on marijuana and LSD. Rolling  to...",/fiction/The-Way-the-Ball-Bounces
370,/fiction/An-Ideal-Girl-s-Dreams,1436750332,An Ideal Girl's Dreams,Rosina S Khan,Fiction,Rating: 0,0 times,Jul 2015,542,24,"This fiction eBook is about an ideal girl named Lippy Adnan, who dreams of the many dreams she desires to achieve. For this to happen, she sticks by useful and meaningful quotes. She also pens her own poem for freedom beginning with two magical lines at first and extending it to a little longer...",/fiction/An-Ideal-Girl-s-Dreams
371,/fiction/Gliders,1435888618,Gliders,J. M. Barber,Fiction,Rating: 4,1 times,Jul 2015,733,135,"""Imagine an entire civilization falling from the sky."" These are words spoken by Carlo Baryon, a nineteen year old that lives in the world of Quantum-59, where cities float in the sky. Motorized gliders and rocket-packs are a basic part of life, and the sea is a vast wasteland of unfathomable...",/fiction/Gliders
372,/fiction/I-m-Watching-You,1435736863,I'm Watching You,K. E. Ward,Fiction,Rating: 3.4,5 times,Jul 2015,2748,152,"At the age of twelve, Leah is raped by Derrick Caldwell at a party. Years go by, and she becomes obsessed with him. She begins to follow him around. Her love-hate relationship with him, puts her in dangerous places and threatens to tear part her sanity. This is a psychological thriller about...",/fiction/I-m-Watching-You
373,/fiction/The-Incident,1435123285,The Incident,K. E. Ward,Fiction,Rating: 4.67,3 times,Jun 2015,1996,332,"Mark and Cory are best friends until the day Mark accidentally shoots and kills him with his father's gun. Years later, Mark meets Meg, Cory's younger sister. But Mark can't get over the guilt he feels about killing her brother. It is a twisted love story with an agonizing defeat and a mother who...",/fiction/The-Incident
374,/fiction/Friends-and-Foes,1435096099,Friends and Foes,Michel Poulin,Fiction,Rating: 4.67,3 times,Jun 2015,2384,177,The murder of two CIA agents in Spain prompts the sending of a team of agents to the Cadiz area to investigate a rumored illegal weapons deal with potentially devastating military and geopolitical consequences if it goes through.  While that weapons deal will prove to be even more lethal than...,/fiction/Friends-and-Foes
375,/fiction/The-First,1435092975,The First,Rebekah,Fiction,Rating: 5,1 times,Jun 2015,352,252,"Amori Johnson is the First, and the Key to the Dweller's escape. The time has come for age old prophecies and divination come to pass, as this one question will be answered: Will the gate be opened?! This is Part 1-4 in the Goral Series.",/fiction/The-First
376,/fiction/A-Bright-Unique-Sibling,1433747996,A Bright & Unique Sibling,Rosina S Khan,Fiction,Rating: 3.5,2 times,Jun 2015,428,21,"This fiction-short story is the biography of my special little brother from his birth 'til manhood. I describe how life threw challenges at him and how he retreated into his shell. Yet with love and regard for his dream wishes, he could be recovered, and in the process he not only survived but...",/fiction/A-Bright-Unique-Sibling
377,/fiction/Haunting-Scars,1433494511,Haunting Scars,D. Sharon,Fiction,Rating: 4.5,2 times,Jun 2015,705,198,"By 2045, the autonomous country of Alataria is a place plagued with crime, corruption and greed.  Everyone wants something. Those smart enough get to have it. The rest either die or live a miserable life.

In this grim reality, gangs and crime organizations rose to power and now rule the...",/fiction/Haunting-Scars
378,/mystery/Hunted-By-Hollywood,1431737507,Hunted By Hollywood,Bob  Miller,Mystery,Rating: 0,0 times,May 2015,380,129,It appears to be a beautiful Sunday morning as Jeremy Ballins walks down his driveway to pick up the Sunday newspaper when a slow rolling mysterious car catches his attention giving him the creeps. Seconds later he hears the town car speeding off but then quickly crashing down a dark alley. Shots...,/mystery/Hunted-By-Hollywood
379,/fiction/Near-the-Mediterranean-Sea,1430210727,Near the Mediterranean Sea,Rosina S Khan,Fiction,Rating: 3,4 times,Apr 2015,653,26,"This story is a rare one in my collections. It describes the bonds we grew with people foreign to us, yet kept sharing our moments with them until the very end. Yes, in short, it describes how our own family bonds got strengthened where we stayed for six whole months near the Mediterranean Sea...",/fiction/Near-the-Mediterranean-Sea
380,/fiction/Linehan-s-Ordeal,1429879011,Linehan's Ordeal,Bryan Murphy,Fiction,Rating: 5,2 times,Apr 2015,244,24,"The third story in the Sean Linehan series, set in the year 2021. Linehan brings over his dead boss to Hong Kong to open Asia’s finest sports venue, the SplattaDome. Captivated by the alluring Hypatia, Sean gets kidnapped by Maoist guerrillas and help prisoner in a safe house. His government...",/fiction/Linehan-s-Ordeal
381,/fiction/Idea-and-Stories-From-a-Vodkaholic,1427384969,Idea and Stories From a Vodkaholic,Timothy McGee,Fiction,Rating: 1,1 times,Mar 2015,552,126,"This is a part factual, part fictional story of a 'vodkaholic'. From serious to zany it follows the main character, Mac, who lives in Lakewood, Colorado (Green Mountain Neighborhood).  After the protagonist receives his second DUI a chance encounter leads to an initiative combating obesity; and...",/fiction/Idea-and-Stories-From-a-Vodkaholic
382,/fiction/Pushpa-Unveiled,1426683362,Pushpa Unveiled,Lorri Frandsen,Fiction,Rating: 4.25,4 times,Mar 2015,1115,358,"Pushpa, a feisty little girl from a tribal village in Odisha, India, is taken to the city of Kolkata, where she is forced to learn the art of street survival. Through a series of misadventures, she eventually finds herself at the mercy of pimps and panderers who plan to exploit her in the sex...",/fiction/Pushpa-Unveiled
